"統一編號","原始登記日期","核發日期","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址","代表人","電話號碼","傳真號碼","進口資格","出口資格"
"08001827","20030922","20210812","東欣電器商行","DONG XING CO.","屏東縣屏東市橋南里民生路二八號一樓","1 F., No. 28, Minsheng Rd., Qiaonan Vil., Pingtung City, Pingtung County 90043, Taiwan (R.O.C.)","鄭O霞","08-722-7755","","有","有"
"08002240","20031002","20210811","祥成汽車保養廠","XIANG CHEN CO.","屏東縣屏東市瑞光里瑞光路一段190號","No. 190, Sec. 1, Ruiguang Rd., Ruiguang Vil., Pingtung City, Pingtung County 90045, Taiwan (R.O.C.)","許O忠","08-7233396","","有","有"
"08004388","20060424","20210811","榮信水果種苗行","RONG SHINN FRUIT SEEDLING CO.","屏東縣鹽埔鄉高朗村三民路５－１１號","No. 5-11, Sanmin Rd., Yanpu Township, Pingtung County 90743, Taiwan (R.O.C.)","黃O忠","08-7933300","08-7225200","有","有"
"08005598","19900523","20230706","油順精密股份有限公司","ASHUN FLUID POWER CO., LTD.","臺中市南屯區精科南路18號","No. 18, Jingke S. Rd., Nantun Dist., Taichung City 408018, Taiwan (R.O.C.)","王O勝","04-23505599","04-23505511","有","有"
"08005680","20000815","20230617","和展工業股份有限公司","HO CHAN INDUSTRIES INC.","屏東縣屏東市橋南里工業六路東段8號","No. 8, Sec. E., Gongye 6th Rd., Qiaonan Vil., Pingtung City, Pingtung County 900081, Taiwan (R.O.C.)","林O雄","08-7524579","08-7530738","無","無"
"08006040","20020823","20210812","幸利商店","HSING LEE STORE","屏東縣屏東市建國市場６４號","No. 64, Jianguo Market, Pingtung City, Pingtung County 90081, Taiwan (R.O.C.)","黃O飛","08-7539551","08-7327322","有","有"
"08006251","20020710","20210812","常菁花園","EVERGREEN FLOWER FIRM","屏東縣萬丹鄉廣安村萬丹路三段96號","No. 96, Sec. 3, Wandan Rd., Wandan Township, Pingtung County 91345, Taiwan (R.O.C.)","劉O佐","08-7770966","","有","有"
"08007189","20020731","20210812","志豪五金行","ZHI HAO HANG","屏東縣屏東市頂柳里復興南路一段７５５巷８０之1號","No. 80-1, Ln. 755, Sec. 1, Fuxing S. Rd., Dingliu Vil., Pingtung City, Pingtung County 90095, Taiwan (R.O.C.)","古O珍","08-7532424","","有","有"
"08009980","20020725","20230828","不二軒裝潢材料行","BUH ELL SHIUAN COMPANY","屏東縣屏東市維新里公園西路九四號一樓","1 F., No. 94, Gongyuan W. Rd., Weixin Vil., Pingtung City, Pingtung County 90073, Taiwan (R.O.C.)","林O寶珠","08-7345618","","有","有"
"08011297","20211105","20250107","全財起重工程行","Chuan Tsai crane Engineering CO.","屏東縣屏東市清溪里清寧街107號1樓","1 F., No. 107, Qingning St., Qingxi Vil., Pingtung City, Pingtung County 900042, Taiwan (R.O.C.)","林O聖","08-7533596","08-7536268","有","有"
