"統一編號","原始登記日期","核發日期","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址","代表人","電話號碼","傳真號碼","進口資格","出口資格"
"53000009","20170913","20230622","聯巨光股份有限公司","LINK LEGEND CO., LTD.","臺北市中山區中山北路2段129號8樓之1","8 F.-1, No. 129, Sec. 2, Zhongshan N. Rd., Zhongshan Dist., Taipei City 104415, Taiwan (R.O.C.)","楊O斌","02-87975425","","有","有"
"53000036","20100923","20210816","英屬蓋曼群島商花蓮香股份有限公司台灣分公司","YPX CAYMAN TW HOLDINGS CO., TAIWAN BRANCH (CAYMAN)","新北市新店區寶中路95號之3號(3樓)","3 F., No. 95-3, Baozhong Rd., Xindian Dist., New Taipei City 23144, Taiwan (R.O.C.)","陳O維Chen,JianWei","02-89146029","02-89146032","無","無"
"53000134","20101118","20240521","薩摩亞商威州許氏參業股份有限公司台灣分公司","HEALTH SUPPLEMENT UNLIMITED HOLDING LTD. TAIWAN BRANCH (SAMOA)","臺北市大安區忠孝東路4段107號12樓","12 F., No. 107, Sec. 4, Zhongxiao E. Rd., Da’an Dist., Taipei City 106076, Taiwan (R.O.C.)","林O明WEI-MINGLIN","02-25995890","02-25626988","有","有"
"53000346","20101004","20220427","法商超微安視科技有限公司台灣分公司","Verimatrix S.A. Taiwan Branch (FRANCE)","臺北市信義區信義路5段7號37樓","37 F., No. 7, Sec. 5, Xinyi Rd., Xinyi Dist., Taipei City 11049, Taiwan (R.O.C.)","JOan-FrançoisLabadiO","02-87123360","02-87123350","有","有"
"53000373","20201014","20240227","佶星航運股份有限公司","JI SHING NAVIGATION CO., LTD.","連江縣南竿鄉清水村86號","No. 86, Qingshui Vil., Nangan Township, Lienchiang County 209003, Taiwan (R.O.C.)","","0836-22754","0836-22476","無","無"
"53000486","20101018","20230401","薩摩亞商如魚得水音樂製作有限公司台灣分公司","FISH MUSIC PRODUCTION CO., LTD. TAIWAN BRANCH (SAMOA)","臺北市大安區忠孝東4段166號10樓","10 F., No. 166, Sec. 4, Zhongxiao E. Rd., Da’an Dist., Taipei City 106057, Taiwan (R.O.C.)","梁O萍LEONGCHUIPENG","02-27711100","","有","有"
"53000633","20101022","20250604","台聚光電股份有限公司","USI OPTRONICS CORPORATION","臺北市內湖區西湖里基湖路37號12樓","12 F., No. 37, Jihu Rd., Xihu Vil., Neihu Dist., Taipei City 114700, Taiwan (R.O.C.)","吳O圭","03-7630168","03-7630169","有","有"
"53000697","20101118","20240808","美商雅樂戴科技有限公司台灣分公司","ELEDYNE LLC. TAIWAN BRANCH (U.S.A.)","新北市林口區文化二路1段266號11樓之2","11 F.-2, No. 266, Sec. 1, Wenhua 2nd Rd., Linkou Dist., New Taipei City 244257, Taiwan (R.O.C.)","陳O榮CHERNYSHVYACHESLAV","02-26087326","02-26087327","有","有"
"53000726","20200821","20210816","英屬蓋曼群島商安力國際股份有限公司台灣分公司","Anli International Co., Ltd, Taiwan Branch (Cayman)","新北市新莊區新北大道四段215號8樓","8 F., No. 215, Sec. 4, New Taipei Blvd., Xinzhuang Dist., New Taipei City 24250, Taiwan (R.O.C.)","許O焜Hsu,Cheng-Kun","02-85227056","02-85220759","有","有"
"53000752","20101027","20210816","美商晶惠科技股份有限公司台灣分公司","FIRST SEMICONDUCTOR TECHNOLOGY, INC. TAIWAN BRANCH (U.S.A.)","新北市泰山區泰林路2段292巷20號4樓","4 F., No. 20, Ln. 292, Sec. 2, Tailin Rd., Taishan Dist., New Taipei City 24344, Taiwan (R.O.C.)","陳O智Chen,Hui-Chih","03-5670006","03-5670041","有","有"
"53000774","20101013","20240724","神通資訊科技股份有限公司","MITAC INFORMATION TECHNOLOGY CORP.","臺北市內湖區堤頂大道二段187號10樓","10 F., No. 187, Sec. 2, Tiding Blvd., Neihu Dist., Taipei City 114510, Taiwan (R.O.C.)","蘇O","02-26576666","02-26576668","有","有"
