"統一編號","原始登記日期","核發日期","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址","代表人","電話號碼","傳真號碼","進口資格","出口資格"
"91000079","20230520","20240125","昱森科技有限公司","YUSEN CO., LTD.","新竹縣竹北市新國里華興街230號","No. 230, Huaxing St., Xinguo Vil., Zhubei City, Hsinchu County 302003, Taiwan (R.O.C.)","吳O欽","036566695","","有","有"
"91000090","20220713","20220713","羽睿科技有限公司","U-Ray Technology Co., Ltd","苗栗縣竹南鎮竹興里復興路406巷37弄12號1樓","1 F., No. 12, Aly. 37, Ln. 406, Fuxing Rd., Zhuxing Vil., Zhunan Township, Miaoli County 350010, Taiwan (R.O.C.)","陳O仁","0978011133","","有","有"
"91000107","20230216","20240925","曜妍有限公司","YAO YAN Limited Company","臺東縣金峰鄉正興村正興2-6號1樓","1F., No. 2-6, Zhengxing, Zhengxing Vil., Jinfeng Township,  Taitung County 964001, Taiwan (R.O.C.)","謝O宇","0912319965","","有","有"
"91000134","20210701","20230915","艾坦恩有限公司","ATWAIN Limited Company","雲林縣元長鄉長南村2鄰元南路28之20號1樓","1 F., No. 28-20, Yuannan Rd., 2nd Neighborhood, Yuanzhang Township, Yunlin County 65545, Taiwan (R.O.C.)","陳O蘭","0921812892","","有","有"
"91000253","20210514","20210815","敬豐科技有限公司","JING FENG TECHNOLOGY CO., LTD.","基隆市安樂區內寮里基金三路114號一樓","1 F., No. 114, Jijin 3rd Rd., Neiliao Vil., Anle Dist., Keelung City 20446, Taiwan (R.O.C.)","黃O傑","02-24311353","","有","有"
"91000296","20210827","20210827","禾穩科技股份有限公司","HEWIN TECHNOLOGY COMPANY LIMITED","彰化縣福興鄉廈粘村管厝街45-68號1樓","1F., NO. 45-68, GUANCUO ST., FUXING TOWNSHIP, CHANGHUA COUNTY 506009, TAIWAN (R.O.C.)","黃O茹","0923-335112","","有","有"
"91000346","20220321","20220321","源昌工程有限公司","YUAN CHANG Engineering Co., Ltd.","宜蘭縣冬山鄉永美村冬山路三段181巷223弄26號一樓","1 F., No. 26, Aly. 223, Ln. 181, Sec. 3, Dongshan Rd., Dongshan Township, Yilan County 26946, Taiwan (R.O.C.)","林O濱","0927024222","","有","有"
"91000367","20211013","20230302","澄興實業有限公司","Cheng Sing Industrial Co.,Ltd.","南投縣南投市新興里南崗三路39號","No. 39, Nangang 3rd Rd., Xinxing Vil., Nantou City, Nantou County 540029, Taiwan (R.O.C.)","廖O瑀","049-2260039","049-2260131","有","有"
"91000394","20210607","20210813","勤研系統科技有限公司","Qinyan System Co, Ltd.","新竹縣北埔鄉小分林9-5號三樓","3 F., No. 9-5, Xiaofenlin, Beipu Township, Hsinchu County 31444, Taiwan (R.O.C.)","楊O珍","03-5805192","","有","有"
"91000459","20210512","20221208","力威盛汽車國際股份有限公司","LIWEISHENG MOTOR INTERNATIONAL INC.","彰化縣彰化市彰鹿路26-1號","No. 26-1, Zhanglu Rd., Changhua City, Changhua County 500043, Taiwan (R.O.C.)","楊O崴","04-7523117","","無","無"
"91000465","20220418","20220603","泓諺實業有限公司","HONG  YAN  CO., LTD","花蓮縣吉安鄉勝安村和平路一段305號","No. 305, Sec. 1, Heping Rd., Ji'an Township, Hualien County 973031, Taiwan (R.O.C.)","李O諺","03-8461166","","有","有"
"91000486","20210525","20210815","河洛藥莊有限公司","Heritage Formulations co., Ltd.","雲林縣斗南鎮北銘里倫華街43號","No. 43, Lunhua St., Beiming Vil., Dounan Township, Yunlin County 63047, Taiwan (R.O.C.)","廖O倩","0912005400","","有","有"
