"統一編號","原始登記日期","核發日期","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址","代表人","電話號碼","傳真號碼","進口資格","出口資格"
"63000035","20181217","20210814","鈞湛農業科學顧問有限公司","JUN ZHAN AGRICULTURAL SCIENCE CONSULTANTS LIMITED","臺中市西區忠明里美村路一段22號7樓之4","7F.-4, No. 22, Sec. 1, Meicun Rd., Zhongming Vil., West Dist., Taichung City 40351, Taiwan (R.O.C.)","林O伯","04-22461973","04-22461974","有","有"
"63001479","20190214","20211208","吉福得股份有限公司","Gifford Co., Ltd.","臺中市北區新北里錦新街43、45號","No. 45, Jinxin St., Xinbei Vil., North Dist., Taichung City 40455, Taiwan (R.O.C.)","游O燁","04-22450345","04-23011638","有","有"
"63002842","20190807","20210907","百億國際行銷有限公司","Buy it International Marketing Co., Ltd.","臺中市南屯區五權西路二段1236號1樓","1 F., No. 1236, Sec. 2, Wuquan W. Rd., Nantun Dist., Taichung City 40869, Taiwan (R.O.C.)","蔡O程","04-26310767","04-26311727","有","有"
"63002890","20180222","20221102","日禾開發貿易股份有限公司","Day Hao developMent trading CO., Ltd.","臺中市西屯區中清西二街92巷16弄10號1樓","1 F., No. 10, Aly. 16, Ln. 92, Zhongqing W. 2nd St., Xitun Dist., Taichung City 407047, Taiwan (R.O.C.)","李O妤","04-23110738","04-23110737","有","有"
"63003130","20190614","20210814","京界企業有限公司","KING JET Co., Ltd.","臺南市新市區永就里永華二街34號7樓","7 F., No. 34, Yonghua 2nd St., Yongjiu Vil., Xinshi Dist., Tainan City 74448, Taiwan (R.O.C.)","王O民","04-25633699","04-25631871","有","有"
"63003146","20220627","20220627","優特可電子股份有限公司","U-TAKE Electronics CO., LTD.","新北市新店區中興路3段308號3樓","3 F., No. 308, Sec. 3, Zhongxing Rd., Xindian Dist., New Taipei City 231038, Taiwan (R.O.C.)","張O㨗","0928277030","","有","有"
"63003906","19921016","20250528","三井工程股份有限公司","SAN-CHING ENGINEERING CO., LTD.","臺北市大安區敦化南路二段218號12樓","12 F., No. 218, Sec. 2, Dunhua S. Rd., Da'an Dist., Taipei City 106033, Taiwan (R.O.C.)","葉O嘉","02-23779968","02-23777377","有","有"
"63005502","20171201","20210813","老徐國際商務有限公司","LAO XU INTERNATIONAL BUSINESS CO., LTD.","臺中市潭子區東寶里雅潭路二段24巷18號1樓","1 F., No. 18, Ln. 24, Sec. 2, Yatan Rd., Dongbao Vil., Tanzi Dist., Taichung City 42752, Taiwan (R.O.C.)","徐O傑","04-25295202","","有","有"
"63006903","20171201","20210815","銳羽貿易興業有限公司","FEDER TRADING COMPANY LIMITED","臺中市北屯區東山路一段186之8號1樓","1 F., No. 186-8, Sec. 1, Dongshan Rd., Beitun Dist., Taichung City 40647, Taiwan (R.O.C.)","張O森","04-24365802","","有","有"
"63023109","20030306","20210811","大豐碾米工廠","DA FANG RICE-HUSKING FACTORY","雲林縣莿桐鄉大美村大美101號","No. 101, Damei, Citong Township, Yunlin County 64743, Taiwan (R.O.C.)","陳O宏","05-5842076","","有","有"
"63025508","20110509","20110509","斗六市農會","DOULIOU CITY FARMER'S ASSOCIATION","雲林縣斗六市民生路２７３號","NO.273, MINSHENG RD., DOULIU CITY, YUNLIN COUNTY 64050, TAIWAN (R.O.C.)","簡O木","05-5322041","05-5351002","有","有"
"63025520","20171229","20210814","艾瑟實業有限公司","ASSCHER TRADING CO., LTD","臺中市西屯區福聯里福順路821巷58號1樓","1 F., No. 58, Ln. 821, Fushun Rd., Fulian Vil., Xitun Dist., Taichung City 40764, Taiwan (R.O.C.)","張O達","04-24638922","04-24638033","有","有"
"63025649","20171220","20210813","瑪斯國際貿易有限公司","MARS-HOU INTERNATIONAL TRADING CO., LTD.","臺中市太平區新高里樹德八街126巷9號","No. 9, Ln. 126, Shude 8th St., Xingao Vil., Taiping Dist., Taichung City 41171, Taiwan (R.O.C.)","侯O昌","04-23956569","","有","有"
"63025654","20190322","20210815","想窩股份有限公司","Warmnest Co., Ltd.","臺中市沙鹿區晉江里東晉一街11號","No. 11, Dongjin 1st St., Jinjiang Vil., Shalu Dist., Taichung City 43343, Taiwan (R.O.C.)","洪O龍","04-26328850","","有","有"
"63025747","20171130","20231129","捷特隆有限公司","JETLON CO., LTD.","臺中市北區健行里民權路559號3樓之1","3F.-1, No. 559, Minquan Rd., Jianxing Vil., North Dist., Taichung City 40466, Taiwan (R.O.C.)","黃O榕","04-22463885","04-22463886","有","有"
"63025824","20180920","20230627","源成鋼鐵股份有限公司","YUAN CHEN STEEL CO.,LTD","雲林縣斗南鎮延平路一段50號","No. 50, Sec. 1, Yanping Rd., Dounan Township, Yunlin County 630051, Taiwan (R.O.C.)","蘇O輝","05-5973131","","有","有"
"63025839","20180903","20210815","茶部國際貿易有限公司","CHAI PU INTERNATIONAL TRADING CO., LTD.","臺中市西區吉龍里五權六街61巷5號1樓","1 F., No. 5, Ln. 61, Wuquan 6th St., Jilong Vil., West Dist., Taichung City 40348, Taiwan (R.O.C.)","吳O如","04-2378-0279","","有","有"
"63025900","20171201","20210813","盛翊電子科技有限公司","VICTORY ELECTRONIC TECHNOLOGY CO., LTD.","臺中市南區和平里忠明南路758號10樓","10 F., No. 758, Zhongming S. Rd., Heping Vil., South Dist., Taichung City 40255, Taiwan (R.O.C.)","林O盛","04-22601276","","有","有"
"63035007","20040729","20250528","雲林縣斗南鎮農會","DOUNAN TOWN FARMERS' ASSOCIATION","雲林縣斗南鎮中天里中山路１１６號","No. 116, Zhongshan Rd., Dounan Township, Yunlin County 630042, Taiwan (R.O.C.)","石O弘","05-5968583","05-5968603","有","有"
"63045700","20171219","20231104","雍大企業有限公司","YUNG DA CO., LTD.","臺中市烏日區烏日里新興路210號1樓","1 F., No. 210, Xinxing Rd., Wuri Vil., Wuri Dist., Taichung City 41457, Taiwan (R.O.C.)","鄭O云","","","有","有"
"63047600","20180604","20210815","傳璟生物科技有限公司","Heritage Vision Biotechnology Co., Ltd.","臺中市大里區大元里大衛路34號","No. 34, Dawei Rd., Dayuan Vil., Dali Dist., Taichung City 41259, Taiwan (R.O.C.)","宋O豐","04-24070020","","有","有"
"63048903","20180118","20210815","金典行銷企劃有限公司","ALTA ENTERPRISE CO., LTD","臺中市南屯區東興路二段186號11樓之1","11F.-1, No. 186, Sec. 2, Dongxing Rd., Nantun Dist., Taichung City 40878, Taiwan (R.O.C.)","沈O樹","04-24751658","04-24751001","有","有"
"63049706","20180809","20210815","森德興業有限公司","Sen de Limited company","臺中市梧棲區南簡里港埠路二段316巷21號1樓","1 F., No. 21, Ln. 316, Sec. 2, Gangbu Rd., Nanjian Vil., Wuqi Dist., Taichung City 43542, Taiwan (R.O.C.)","童O琳","04-26570699","04-26572788","有","有"
"63051245","20180905","20210813","泰德昇貿易有限公司","TEDSON INTERNATIONAL CO., LTD.","臺中市豐原區西湳里三豐路二段327號","No. 327, Sec. 2, Sanfeng Rd., Xinan Vil., Fengyuan Dist., Taichung City 42073, Taiwan (R.O.C.)","朱O宇","04-25275798","","有","有"
