"統一編號","原始登記日期","核發日期","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址","代表人","電話號碼","傳真號碼","進口資格","出口資格"
"80000072","20041215","20210813","永富五金器材有限公司","YONG FU HARDWARE CASTING CO., LTD.","彰化縣鹿港鎮詔安里施厝巷5之1號","No. 5-1, Shicuo Ln., Zhao’an Vil., Lukang Township, Changhua County 50545, Taiwan (R.O.C.)","蔣O美雲","04-7710651","04-7720598","有","有"
"80000087","20020801","20221112","聞鼎控股股份有限公司","ROYAL BEST GROUP CORP.","臺中市北屯區文心路四段698號21樓之1","21 F.-1, No. 698, Sec. 4, Wenxin Rd., Beitun Dist., Taichung City 406503, Taiwan (R.O.C.)","伍O言","04-22422880","04-22422890","有","有"
"80000116","20060104","20241115","振桐有限公司","JENN TONG CO., LTD.","新北市三重區永福街二一一巷二七號一樓","1 F., No. 27, Ln. 211, Yongfu St., Sanchong Dist., New Taipei City 24156, Taiwan (R.O.C.)","","02-2280-7116","02-2280-7135","無","無"
"80000143","20050921","20210813","頡隆設計印刷有限公司","JIELONG DESLGN PRINTING CO., LTD.","新北市板橋區萬板路192號1樓-1","Rm. 1, 1 F., No. 192, Wanban Rd., Banqiao Dist., New Taipei City 22042, Taiwan (R.O.C.)","林O村","02-2251-0507","","有","有"
"80000410","20030708","20210813","協進事業有限公司","SHEY JING ENTERPRISE CO., LTD.","桃園市龜山區大崗里頂湖一街5號2樓","2 F., No. 5, Dinghu 1st St., Dagang Vil., Guishan Dist., Taoyuan City 33378, Taiwan (R.O.C.)","游O風","03-327-1048","03-327-1047","有","有"
"80000559","20070104","20210814","騰霖生化科技有限公司","TENLINK LIFESCIENCES CO., LTD.","苗栗縣頭份市珊湖里學府路80巷6號","No. 6, Ln. 80, Xuefu Rd., Shanhu Vil., Toufen City, Miaoli County 35153, Taiwan (R.O.C.)","彭O紘","037-603336","037-603339","有","有"
"80000657","20020802","20210815","狄嘉國際股份有限公司","TI CHIA INTERNATIONAL CO., LTD.","桃園市平鎮區義民里復旦路二段23巷4號","No. 4, Ln. 23, Sec. 2, Fudan Rd., Yimin Vil., Pingzhen Dist., Taoyuan City 32448, Taiwan (R.O.C.)","宋O釗","03-4366777","","有","有"
"80000679","20020826","20210814","增鑫有限公司","JENG SIN CO., LTD.","桃園市龍潭區工二路一段258號","No. 258, Sec. 1, Gong 2nd Rd., Longtan Dist., Taoyuan City 32559, Taiwan (R.O.C.)","林O鳳","03-4892819","03-4892919","有","有"
"80000729","20020731","20230502","天賦自動化倉儲設備股份有限公司","GENIUS AUTOMATED WAREHOUSING SYSTEM CO., LTD.","臺中市西屯區工業區十五路4號","No. 4, Gongyequ 15th Rd., Xitun Dist., Taichung City 407019, Taiwan (R.O.C.)","陳O祥","04-24638785","04-24638767","有","有"
"80000777","20020830","20210814","一彤有限公司","E-TON CO., LTD.","新北市樹林區東大街22號","No. 22, Dongda St., Shulin Dist., New Taipei City 23850, Taiwan (R.O.C.)","王O成","02-86868151","02-86868153","有","有"
"80000827","20051018","20250325","荷粧實業股份有限公司","RIVA CO., LTD.","臺南市六甲區和平街185之7號1樓","71 F., No. 185, Heping St., Liujia Dist., Tainan City 73443, Taiwan (R.O.C.)","楊O凱","06-6993588","06-6988178","有","有"
"80000875","20020801","20230518","富信科技有限公司","IPPLE TECHNOLOGY INC.","新北市永和區信義路54巷1號4樓","4 F., No. 1, Ln. 54, Xinyi Rd., Yonghe Dist., New Taipei City 234007, Taiwan (R.O.C.)","鄭O錫","02-8923-3567","02-8923-3463","無","無"
"80000880","20070621","20230205","大和盛資訊股份有限公司","DHS INFORMATION CORPORATION","臺中市西區金山路12號之1","No. 12-1, Jinshan Rd., West Dist., Taichung City 403004, Taiwan (R.O.C.)","吳O恭","04-22276961","04-22225071","有","有"
"80000896","20111109","20240410","景賀室內設計工程有限公司","JIING HEH INTERIOR DESIGN CO., LTD.","臺中市西屯區美滿東三巷35號1樓","1 F., No. 35, Meiman E. 3rd Ln., Xitun Dist., Taichung City 40753, Taiwan (R.O.C.)","黃O鳳","04-23153056","04-23112284","有","有"
"80000925","20020730","20230323","萬璋實業有限公司","WAN ZHANG INDUSTRIAL CO., LTD.","新北市樹林區太平路60巷8號(1樓)","1 F., No. 8, Ln. 60, Taiping Rd., Shulin Dist., New Taipei City 238016, Taiwan (R.O.C.)","柯O禧","02-8686-1768","02-8686-7540","無","無"
"80001092","20020726","20210815","鉅𧙗工業有限公司","YAMASAKI SPORTS CO., LTD.","臺中市霧峰區四德里中投東路二段288號1樓","1 F., No. 288, Sec. 2, Zhongtou E. Rd., Side Vil., Wufeng Dist., Taichung City 41355, Taiwan (R.O.C.)","張O華","04-23310060","04-23300430","有","有"
"80001240","20200514","20210813","冠杰科技有限公司","Netasia Technology Co., Ltd.","新北市三重區集美街166巷16號1樓","1 F., No. 16, Ln. 166, Jimei St., Sanchong Dist., New Taipei City 24144, Taiwan (R.O.C.)","廖O平","02-2970-1689","02-2975-4678","有","有"
"80001282","20030305","20221027","銘安科技股份有限公司","MINIMA TECHNOLOGY CO., LTD.","中部科學園區雲林縣虎尾鎮墾地里科雲南路1號","No. 1, Keyun S. Rd., Kendi Vil., Huwei Township, Yunlin County 632, Taiwan (R.O.C.)","黃O銘","05-6362899","05-6335859","有","有"
