"統一編號","原始登記日期","核發日期","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址","代表人","電話號碼","傳真號碼","進口資格","出口資格"
"89000138","20220804","20220804","愛留學諮詢企業社","AI Education Institute Co.","臺南市仁德區仁德里文心路72號8樓之10","8 F.-10, No. 72, Wenxin Rd., Rende Vil., Rende Dist., Tainan City 717021, Taiwan (R.O.C.)","姜O諭","0981106081","","無","無"
"89000502","20220815","20240116","元宇宙學社","Meta-Cosmology Company","臺中市北區明德里華美街二段８２號８樓之２６","8 F.-26, No. 82, Sec. 2, Huamei St., Mingde Vil., North Dist., Taichung City 404309, Taiwan","廖O玉","0974-141319","","無","無"
"89001283","20220824","20240420","蘭蘭企業社","ANOINTING ORCHID COMPANY","臺南市南區彰南里新忠路14號1樓","1 F., No. 14, Xinzhong Rd., Zhangnan Vil., South Dist., Tainan City 702012, Taiwan (R.O.C.)","吳O芳","06-2639909","","有","有"
"89001299","20220728","20220728","放風趣創意館","GoFUN CO.","臺南市仁德區仁德里仁中七街165號1樓","1 F., No. 165, Renzhong 7th St., Rende Vil., Rende Dist., Tainan City 717018, Taiwan (R.O.C.)","簡O碧","0922330427","","有","有"
"89001827","19900107","20250321","安天德百電股份有限公司","ITW ELECTRONIC BUSINESS ASIA CO., LTD.","高雄市前鎮區東六街3-2號","No. 3-2, E. 6th St., Qianzhen Dist., Kaohsiung City 806011, Taiwan (R.O.C.)","KOOLIKWAI(許立懷))","07-8119206","07-8111795","有","有"
"89002207","20220809","20220809","威京企業社","WAY JING COMPANY","臺南市東區龍山里長榮路1段256號10樓之7","10 F.-7, No. 256, Sec. 1, Changrong Rd., Longshan Vil., East Dist., Tainan City 701037, Taiwan (R.O.C.)","王O蓉","0961-020567","","有","有"
"89002353","19860615","20210815","台灣亞細亞興業股份有限公司","TAIWAN ASIA ENTERPRISE CO., LTD.","高雄市前鎮區西十街2-2號","No. 2-2, W. 10th St., Cianjhen Dist., Kaohsiung City 80681, Taiwan (R.O.C.)","藤O智之","07-8213220","07-8228917","有","有"
"89002500","19901001","20210815","台灣恩智浦半導體股份有限公司","NXP SEMICONDUCTORS TAIWAN LTD.","高雄市楠梓區經五路10號","No. 10, Jing 5th Rd., Nanzih Dist., Kaohsiung City 81170, Taiwan (R.O.C.)","林O翔","07-3612511","07-3678008","有","有"
"89002608","19890601","20230418","信和工業股份有限公司","JAGUAR INDUSTRIES, LTD","臺中市西區美村路一段三十六號五樓之八","5 F.-8, No. 36, Sec. 1, Meicun Rd., West Dist., Taichung City 403015, Taiwan (R.O.C.)","三O義雄","02-29600127","02-22960129","無","無"
"89002641","20230530","20230530","潼心選物企業社","TongLove Co.","臺南市南區大忠里大同路2段640巷58號4樓之5","4 F.-5, No. 58, Ln. 640, Sec. 2, Datong Rd., Dazhong Vil., South Dist., Tainan City 702003, Taiwan (R.O.C.)","侯O慧","0972007111","","無","無"
"89002852","19860615","20210815","高爾股份有限公司","GOAL CO., (TAIWAN) LTD.","高雄市前鎮區南五路３號","No. 3, S. 5th Rd., Cianjhen Dist., Kaohsiung City 80681, Taiwan (R.O.C.)","岸O俊仁","07-8210195","07-8213129","有","有"
"89002924","20221215","20221215","黃金滿商行","huang jin man Co.","臺南市永康區北興里大灣路40巷130弄15號1樓","1 F., No. 15, Aly. 130, Ln. 40, Dawan Rd., Beixing Vil., Yongkang Dist., Tainan City 710052, Taiwan (R.O.C.)","黄O滿","0927921080","","有","有"
"89003206","19930801","20240509","高雄晶傑達光電科技股份有限公司","KAOHSIUNG OPTO-ELECTRONICS INC.","高雄市前鎮區東十三街2號","No. 2, E. 13th St., Cianjhen Dist., Kaohsiung City 806011, Taiwan (R.O.C.)","賴O忠","07-8211101","07-8418211","有","有"
"89003326","20220902","20220902","美克商行","MELEK CLOTHES SHOP CO.","臺南市中西區西湖里和緯路5段137號","No. 137, Sec. 5, Hewei Rd., Xihu Vil., West Central Dist., Tainan City 700026, Taiwan (R.O.C.)","范O傑","06-2222625","","有","有"
"89004063","19900915","20210813","高雄富國製衣股份有限公司","FU KWOK KNITTING & GARMENT CO., LTD.","高雄市楠梓區內環南路１１０號","No. 110, Nanzih Dist., Kaohsiung City 811, Taiwan (R.O.C.)","蔡O雄","07-3611989","07-3635087","有","有"
"89004161","19860616","20240530","華泰電子股份有限公司","ORIENT SEMICONDUCTOR ELECTRONICS LIMITED","高雄市楠梓區中三街9號","No. 9, Central 3rd St., Nanzih Dist., Kaohsiung City 811616, Taiwan (R.O.C.)","董O明","07-3613131","07-3650315","有","有"
"89004198","19930920","20250602","聯亞實業製衣股份有限公司","TRISTATE INDUSTRIAL CO., LTD.","高雄市鼓山區明誠三路675號12樓","12 F., No. 675, Mingcheng 3rd Rd., Gushan Dist., Kaohsiung City 80453, Taiwan (R.O.C.)","魏O宇","07-5502128","07-5524303","有","有"
"89004417","20230112","20230112","統耀精密食品機械行","TONG YAO PRECISION FOOD MACHINERY Hang","臺南市新營區中營里同濟街26號1樓","1 F., No. 26, Tongji St., Zhongying Vil., Xinying Dist., Tainan City 730005, Taiwan (R.O.C.)","洪O麗芬","0938647367","","有","有"
"89004541","19920528","20240702","豐達電機台灣股份有限公司","FOSTER ELECTRIC CO., (TAIWAN) LTD.","","","","03-2123334","03-3211897","無","無"
