"統一編號","原始登記日期","核發日期","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址","代表人","電話號碼","傳真號碼","進口資格","出口資格"
"94000003","20230918","20240328","禾麥文化有限公司","Wholemind LTD.","新北市三重區三和路3段144巷7之1號（1樓）","1F., No. 7-1, Ln. 144, Sec. 3, Sanhe Rd., Sanchong Dist.,  New Taipei City 241066, Taiwan (R.O.C.)","黃O豪","0977158008","","有","有"
"94000094","20230718","20240521","萬麗源實業有限公司","WANLIYUAN INDUSTRIAL CO., LTD.","新北市汐止區鄉長路2段6巷7號5樓","5 F., No. 7, Ln. 6, Sec. 2, Xiangzhang Rd., Xizhi Dist., New Taipei City 221034, Taiwan (R.O.C.)","徐O凡","02-87922687","","有","有"
"94000159","20230718","20230718","齊熠有限公司","Sparkle and Shine Ltd.","新北市中和區圓通路369巷156弄26號5樓","5 F., No. 26, Aly. 156, Ln. 369, Yuantong Rd., Zhonghe Dist., New Taipei City 235044, Taiwan (R.O.C.)","羅O洋LOEWENKENNETH","02-25210710","","有","有"
"94000192","20230719","20230719","歐那尼股份有限公司","072 Project CO., LTD.","新北市中和區中山路2段299號11樓之14","11 F.-14, No. 299, Sec. 2, Zhongshan Rd., Zhonghe Dist., New Taipei City 235602, Taiwan (R.O.C.)","金O均","02-22435553","","有","有"
"94000279","20230719","20230719","令克股份有限公司","Link Taiwan CO., LTD.","新北市中和區中山路2段299號11樓之14","11 F.-14, No. 299, Sec. 2, Zhongshan Rd., Zhonghe Dist., New Taipei City 235602, Taiwan (R.O.C.)","瀧O裕一","02-22435553","","有","有"
"94000290","20230719","20230719","狩盟科技有限公司","Urva Lab LTD.","新北市汐止區康寧街233巷4號","No. 4, Ln. 233, Kangning St., Xizhi Dist., New Taipei City 221013, Taiwan (R.O.C.)","王O富","0925819998","","有","有"
"94000329","20230720","20241114","永安越粉有限公司","YONG AN VIET RICE NOODLES CO., LTD.","新北市三重區三和路4段17號（1樓）","1F., No. 17, Sec. 4, Sanhe Rd., Sanchong Dist.,  New Taipei City 241061, Taiwan (R.O.C.)","高O淳(CAOHUUTHUAN)","0978322440","","有","有"
"94000334","20231123","20231123","匠研食品股份有限公司","Hao Kungfood Co., Ltd.","新北市三峽區大學路31號10樓之2","10 F.-2, No. 31, Daxue Rd., Sanxia Dist., New Taipei City 237021, Taiwan (R.O.C.)","温O豪","02-23967851","","有","有"
"94000361","20230725","20230725","新亦科技有限公司","Sin-i Technology CO., LTD.","新北市林口區文化二路1段390號5樓","5 F., No. 390, Sec. 1, Wenhua 2nd Rd., Linkou Dist., New Taipei City 244020, Taiwan (R.O.C.)","王O正","0928060822","","有","有"
"94000405","20230719","20230719","富樂斯有限公司","Forlence LTD.","新北市中和區建康路89號3樓","3 F., No. 89, Jiankang Rd., Zhonghe Dist., New Taipei City 235045, Taiwan (R.O.C.)","游O如","0912813558","","有","有"
